CustomerID;Coverage;Education;EmploymentStatus;Gender;Income;Location.Geo;Location.Code;Zone;Marital.Status;Monthly.Premium.Auto;Months.Since.Last.Claim;Months.Since.Policy.Inception;Number.of.Open.Complaints;Number.of.Policies;Policy.Type;Policy;Renew.Offer.Type;Sales.Channel;Total.Claim.Amount;Vehicle.Class;Vehicle.Size;Group.Clustering;Ratio.Clv.Prime_Tot;Clv
2070;Basic;High School or Below;Employed;M;55674;16,1;79,1;Rural;Married;66;10;95;0;3;Personal Auto;Personal L3;Offer1;Branch;81,710575;Four-Door Car;Medsize;Group.1;0,98696801;6188,289425
2074;Basic;Bachelor;Unemployed;F;44606,39071;17,6;78,8;Suburban;Married;68;21;69;0;7;Personal Auto;Personal L2;Offer1;Branch;326,4;Four-Door Car;Medsize;Group.1;0,930434783;4365,6
2079;Premium;College;Unemployed;M;0;17,8;77,5;Suburban;Married;161;0;94;0;3;Personal Auto;Personal L3;Offer2;Branch;1052,933035;SUV;Large;Group.1;0,930425992;14081,06697
2091;Basic;Bachelor;Unemployed;M;0;28,3;76,3;Suburban;Married;115;11;63;0;8;Personal Auto;Personal L3;Offer1;Agent;552;SUV;Medsize;Group.1;0,923809524;6693
2093;Premium;College;Employed;F;92850;18,8;72,3;Suburban;Single;104;3;28;1;2;Personal Auto;Personal L2;Offer1;Agent;499,2;Four-Door Car;Small;Group.1;0,828571429;2412,8
2095;Basic;Master;Employed;F;48927;29,2;76,8;Rural;Divorced;72;1;51;0;9;Personal Auto;Personal L2;Offer1;Agent;139,354893;Four-Door Car;Medsize;Group.1;0,962049321;3532,645107
2097;Basic;College;Unemployed;M;44606,39071;28,3;77,4;Suburban;Married;61;8;78;0;9;Personal Auto;Personal L3;Offer1;Web;292,8;Four-Door Car;Medsize;Group.1;0,938461538;4465,2
2103;Basic;High School or Below;Unemployed;M;44606,39071;28,7;78,1;Suburban;Single;64;9;17;0;2;Personal Auto;Personal L1;Offer2;Agent;460,8;Four-Door Car;Medsize;Group.1;0,576470588;627,2
2112;Basic;High School or Below;Employed;M;43461;19,1;72,9;Suburban;Married;64;24;47;0;6;Personal Auto;Personal L3;Offer3;Branch;307,2;Two-Door Car;Large;Group.1;0,89787234;2700,8
2113;Basic;College;Employed;M;74092;28,3;77,4;Suburban;Married;67;17;72;0;3;Personal Auto;Personal L2;Offer2;Agent;321,6;Four-Door Car;Medsize;Group.1;0,933333333;4502,4
2114;Basic;College;Employed;M;62464;19;74,8;Urban;Married;109;23;45;0;4;Personal Auto;Personal L2;Offer2;Agent;400,181882;Sports Car;Medsize;Group.1;0,91841348;4504,818118
2115;Basic;High School or Below;Employed;F;35012;28;77,3;Suburban;Single;72;0;50;0;6;Personal Auto;Personal L3;Offer2;Agent;345,6;Four-Door Car;Medsize;Group.1;0,904;3254,4
2117;Extended;College;Employed;M;50472;22,1;90,7;Urban;Married;93,62241888;6;67;0;3;Corporate Auto;Corporate L3;Offer2;Web;281,163705;Four-Door Car;Medsize;Group.1;0,955176621;5991,53836
2122;Basic;Master;Employed;M;94186;22,2;88,5;Rural;Married;64;20;50;0;3;Personal Auto;Personal L3;Offer3;Call Center;135,340489;Four-Door Car;Medsize;Group.1;0,957706097;3064,659511
2129;Premium;High School or Below;Unemployed;M;0;18,7;74;Suburban;Married;103;17;56;0;4;Personal Auto;Personal L3;Offer3;Branch;518,720216;Four-Door Car;Medsize;Group.1;0,910069311;5249,279784
2131;Basic;Bachelor;Unemployed;M;0;19,9;73,6;Suburban;Divorced;63;0;66;0;1;Personal Auto;Personal L2;Offer1;Call Center;305,552429;Four-Door Car;Small;Group.1;0,926514567;3852,447571
2151;Extended;College;Unemployed;F;44606,39071;22,9;87,6;Rural;Married;93,62241888;6;28;0;2;Personal Auto;Personal L2;Offer1;Agent;81,255741;Two-Door Car;Large;Group.1;0,96900325;2540,171988
2152;Extended;High School or Below;Employed;F;68189;28,6;77,8;Urban;Married;82;10;17;1;2;Special Auto;Special L2;Offer2;Branch;343,121192;Four-Door Car;Medsize;Group.1;0,753858542;1050,878808
2153;Extended;Master;Employed;F;32370;22,3;89,7;Urban;Married;130;31;84;0;2;Personal Auto;Corporate L3;Offer3;Agent;487,736171;SUV;Medsize;Group.1;0,955335515;10432,26383
2155;Basic;Bachelor;Employed;M;36088;13,2;80,3;Suburban;Single;72;16;31;0;9;Personal Auto;Personal L3;Offer1;Agent;345,6;Four-Door Car;Medsize;Group.1;0,84516129;1886,4
2160;Basic;College;Employed;F;44934;19,4;73,7;Suburban;Married;61;9;60;0;4;Personal Auto;Personal L1;Offer1;Agent;357,926979;Four-Door Car;Medsize;Group.1;0,902205743;3302,073021
2172;Basic;College;Employed;F;22668;18,4;70,9;Rural;Single;67;5;34;1;2;Personal Auto;Personal L2;Offer3;Branch;33,718553;Four-Door Car;Medsize;Group.1;0,985198177;2244,281447
2177;Basic;College;Employed;M;92678;17,1;80,5;Rural;Divorced;70;0;67;0;3;Personal Auto;Personal L3;Offer4;Web;34,689611;Four-Door Car;Small;Group.1;0,992603494;4655,310389
2178;Extended;College;Employed;F;29095;18,5;72,3;Suburban;Married;127;2;80;0;1;Personal Auto;Personal L2;Offer4;Agent;664,280864;SUV;Medsize;Group.1;0,934618025;9495,719136
2183;Extended;College;Employed;F;76456;19,1;72,7;Rural;Single;83;27;34;1;2;Personal Auto;Personal L3;Offer4;Web;42,693918;Four-Door Car;Medsize;Group.1;0,984871043;2779,306082
2185;Basic;College;Employed;M;65828;18,8;72,5;Suburban;Divorced;62;22;3;0;1;Personal Auto;Personal L3;Offer2;Agent;297,6;Four-Door Car;Small;Group.1;-0,6;-111,6
2188;Basic;College;Employed;F;78965;17,8;77,9;Rural;Married;183;3;78;0;2;Personal Auto;Personal L3;Offer1;Call Center;145,587985;Luxury Car;Medsize;Group.1;0,989800477;14128,41202
2191;Basic;Bachelor;Disabled;M;23604;29,1;78,1;Suburban;Married;64;4;86;0;8;Corporate Auto;Corporate L2;Offer1;Web;460,8;Two-Door Car;Medsize;Group.1;0,91627907;5043,2
2195;Basic;High School or Below;Unemployed;F;0;16,9;79,9;Suburban;Single;69;5;64;0;2;Personal Auto;Personal L1;Offer1;Web;496,8;Four-Door Car;Medsize;Group.1;0,8875;3919,2
2196;Basic;High School or Below;Disabled;M;10892;22,3;87,6;Suburban;Divorced;66;16;9;0;3;Personal Auto;Personal L1;Offer1;Call Center;316,8;Four-Door Car;Medsize;Group.1;0,466666667;277,2
2197;Basic;College;Employed;F;77156;22,7;89,7;Suburban;Divorced;73;30;39;0;7;Personal Auto;Personal L2;Offer1;Branch;445,817914;Four-Door Car;Small;Group.1;0,843407828;2401,182086
2199;Extended;Bachelor;Employed;M;75651;16,6;77,4;Urban;Married;81;23;60;0;2;Personal Auto;Personal L2;Offer2;Agent;375,11129;Four-Door Car;Large;Group.1;0,922816607;4484,88871
2202;Basic;Doctor;Unemployed;F;0;28,6;78;Suburban;Divorced;67;13;91;0;2;Personal Auto;Personal L3;Offer1;Agent;321,6;Four-Door Car;Medsize;Group.1;0,947252747;5775,4
2203;Basic;High School or Below;Employed;M;80864;17,1;78,1;Urban;Married;182;5;30;0;1;Personal Auto;Personal L3;Offer3;Agent;618,210272;Luxury SUV;Medsize;Group.1;0,886774675;4841,789728
2209;Basic;High School or Below;Employed;F;78115;28,5;77,5;Urban;Married;65;1;12;0;4;Personal Auto;Personal L3;Offer2;Branch;255,454322;Four-Door Car;Small;Group.1;0,672494459;524,545678
2227;Basic;Master;Employed;F;81947;18,6;74,5;Urban;Married;71;12;78;0;2;Personal Auto;Personal L3;Offer3;Branch;203,993499;Two-Door Car;Medsize;Group.1;0,963164771;5334,006501
2235;Extended;College;Employed;M;44698;16,9;78,2;Suburban;Married;211;0;88;4;1;Personal Auto;Personal L2;Offer1;Call Center;1012,8;Luxury Car;Medsize;Group.1;0,945454545;17555,2
2240;Basic;College;Unemployed;M;44606,39071;13;79,4;Suburban;Single;71;3;33;0;3;Personal Auto;Personal L2;Offer4;Web;697,186307;Two-Door Car;Large;Group.1;0,702438623;1645,813693
2259;Basic;College;Unemployed;F;44606,39071;17,5;78,9;Suburban;Single;65;13;84;0;1;Personal Auto;Personal L3;Offer3;Web;468;Two-Door Car;Medsize;Group.1;0,914285714;4992
2263;Basic;College;Disabled;F;12062;19;71,9;Suburban;Single;63;3;42;0;2;Corporate Auto;Corporate L1;Offer4;Web;302,4;Four-Door Car;Medsize;Group.1;0,885714286;2343,6
2281;Basic;Bachelor;Employed;F;59586;29;77,4;Rural;Divorced;72;6;70;0;3;Personal Auto;Personal L1;Offer2;Branch;91,198362;Four-Door Car;Medsize;Group.1;0,981905087;4948,801638
2286;Basic;Bachelor;Employed;M;44901;18,8;74;Suburban;Married;70;15;56;2;2;Personal Auto;Personal L3;Offer1;Branch;460,806124;Four-Door Car;Small;Group.1;0,882447417;3459,193876
2288;Basic;College;Employed;M;60689;19,3;71;Rural;Single;74;29;67;0;7;Corporate Auto;Corporate L2;Offer2;Branch;5,746657;Four-Door Car;Medsize;Group.1;0,998840932;4952,253343
2293;Extended;College;Employed;F;61108;17,9;76,2;Rural;Divorced;89;22;93;0;2;Personal Auto;Personal L3;Offer2;Agent;49,451117;Four-Door Car;Medsize;Group.1;0,994025478;8227,548883
2299;Extended;High School or Below;Employed;M;83006;22,3;89,3;Urban;Married;235;8;61;1;2;Personal Auto;Personal L1;Offer3;Agent;1065,049894;Luxury SUV;Small;Group.1;0,925702833;13269,95011
2301;Basic;Master;Employed;F;30228;18,7;71,8;Rural;Married;73;28;44;0;5;Personal Auto;Personal L3;Offer2;Branch;163,345647;Four-Door Car;Medsize;Group.1;0,949145191;3048,654353
2312;Basic;College;Unemployed;F;44606,39071;17,4;79;Suburban;Single;74;19;4;0;1;Personal Auto;Personal L2;Offer1;Call Center;501,472124;Two-Door Car;Medsize;Group.1;-0,694162581;-205,472124
2316;Premium;High School or Below;Unemployed;F;44606,39071;19,1;72,3;Suburban;Single;116;3;97;0;3;Personal Auto;Personal L3;Offer1;Branch;1193,115879;Four-Door Car;Large;Group.1;0,893964106;10058,88412
2358;Basic;High School or Below;Employed;M;69900;28,6;76,7;Rural;Married;64;23;68;0;2;Personal Auto;Personal L2;Offer4;Branch;33,97;Two-Door Car;Large;Group.1;0,992194393;4318,03
2365;Extended;College;Employed;F;28948;17,2;79,1;Rural;Married;131;7;57;0;3;Corporate Auto;Corporate L3;Offer1;Call Center;295,83086;SUV;Medsize;Group.1;0,960381564;7171,16914
2366;Premium;College;Medical Leave;F;24417;21,9;89,3;Suburban;Divorced;185;22;25;0;1;Personal Auto;Personal L3;Offer1;Call Center;888;SUV;Medsize;Group.1;0,808;3737
2371;Extended;Doctor;Employed;F;37384;28,9;75,1;Suburban;Married;99;9;17;0;1;Personal Auto;Personal L3;Offer2;Agent;475,2;Four-Door Car;Medsize;Group.1;0,717647059;1207,8
2374;Basic;College;Employed;F;58988;16,9;78,2;Suburban;Married;118;3;76;0;2;Personal Auto;Personal L3;Offer2;Web;566,4;Sports Car;Medsize;Group.1;0,936842105;8401,6
2377;Basic;Bachelor;Unemployed;F;0;22,5;88;Suburban;Single;74;16;89;1;2;Personal Auto;Personal L1;Offer1;Agent;355,2;Two-Door Car;Medsize;Group.1;0,946067416;6230,8
2389;Basic;Bachelor;Employed;F;31535;19,6;73,3;Rural;Single;70;27;46;0;1;Personal Auto;Personal L2;Offer4;Branch;90,525716;Four-Door Car;Medsize;Group.1;0,971886424;3129,474284
2396;Basic;Bachelor;Unemployed;F;44606,39071;17;76,9;Suburban;Married;68;20;66;1;2;Personal Auto;Personal L3;Offer1;Branch;326,4;Four-Door Car;Medsize;Group.1;0,927272727;4161,6
2401;Basic;College;Unemployed;F;0;22,4;89,9;Suburban;Married;104;12;7;0;3;Personal Auto;Personal L2;Offer2;Web;499,2;SUV;Medsize;Group.1;0,314285714;228,8
2406;Extended;High School or Below;Employed;M;27072;28,4;76,4;Suburban;Married;93;24;27;0;8;Personal Auto;Personal L3;Offer4;Branch;565,336931;Four-Door Car;Large;Group.1;0,774855862;1945,663069
2410;Basic;Doctor;Employed;F;83497;18,7;72,5;Urban;Married;69;28;15;0;1;Special Auto;Special L2;Offer2;Call Center;196,523187;Four-Door Car;Medsize;Group.1;0,810122525;838,476813
2453;Extended;College;Employed;M;63935;28,2;78,5;Urban;Married;87;20;63;0;6;Personal Auto;Personal L2;Offer2;Call Center;221,61885;Four-Door Car;Medsize;Group.1;0,959565982;5259,38115
2479;Basic;Doctor;Employed;M;99443;18,9;72,8;Rural;Married;117;6;6;4;5;Personal Auto;Personal L2;Offer3;Branch;228,049424;SUV;Medsize;Group.1;0,675143271;473,950576
2481;Extended;High School or Below;Unemployed;M;0;13;80,5;Suburban;Single;242;1;34;0;2;Personal Auto;Personal L1;Offer1;Branch;1742,4;Luxury Car;Medsize;Group.1;0,788235294;6485,6
2482;Extended;High School or Below;Employed;F;21246;29,8;78,4;Suburban;Married;83;19;51;0;1;Personal Auto;Personal L1;Offer1;Agent;398,4;Four-Door Car;Medsize;Group.1;0,905882353;3834,6
2484;Basic;High School or Below;Unemployed;M;0;16,9;78,5;Suburban;Single;111;13;55;0;2;Personal Auto;Personal L3;Offer3;Call Center;900,14526;Sports Car;Medsize;Group.1;0,852556059;5204,85474
2503;Extended;College;Employed;F;46707;19,3;73,1;Rural;Married;133;7;9;0;8;Personal Auto;Personal L2;Offer3;Branch;80,70505;Sports Car;Medsize;Group.1;0,932577235;1116,29495
2512;Premium;Master;Employed;M;75526;17,3;78,4;Suburban;Married;103;26;68;1;2;Personal Auto;Personal L3;Offer3;Branch;494,4;Four-Door Car;Small;Group.1;0,929411765;6509,6
2515;Basic;High School or Below;Employed;F;48315;19,6;73,3;Suburban;Divorced;71;34;56;0;2;Personal Auto;Personal L1;Offer1;Agent;340,8;Four-Door Car;Medsize;Group.1;0,914285714;3635,2
2522;Basic;High School or Below;Employed;M;33818;16,9;78,4;Urban;Single;72;6;34;4;3;Personal Auto;Personal L3;Offer2;Agent;341,878002;Four-Door Car;Large;Group.1;0,860343953;2106,121998
2523;Extended;High School or Below;Medical Leave;F;22439;19;73;Suburban;Married;98;30;63;0;1;Personal Auto;Personal L2;Offer1;Agent;470,4;Four-Door Car;Medsize;Group.1;0,923809524;5703,6
2525;Basic;College;Employed;F;45191;21,9;86;Urban;Married;69;18;34;0;1;Personal Auto;Personal L3;Offer2;Web;330,782934;Four-Door Car;Large;Group.1;0,859001307;2015,217066
2534;Basic;Doctor;Employed;M;29084;17,3;78,9;Suburban;Divorced;71;14;59;1;3;Corporate Auto;Corporate L2;Offer1;Web;492,088331;Four-Door Car;Small;Group.1;0,882528448;3696,911669
2543;Extended;High School or Below;Employed;M;96018;18;78,1;Urban;Married;122;8;60;0;3;Personal Auto;Personal L3;Offer2;Web;390,88142;SUV;Medsize;Group.1;0,946600899;6929,11858
2547;Basic;Bachelor;Employed;M;90310;18,6;72,9;Rural;Married;104;9;39;0;1;Personal Auto;Personal L1;Offer2;Call Center;166,355491;SUV;Small;Group.1;0,958985333;3889,644509
2551;Basic;Bachelor;Employed;F;68236;29,1;79;Rural;Married;114;2;75;0;6;Personal Auto;Personal L3;Offer2;Agent;20,725611;SUV;Medsize;Group.1;0,997575952;8529,274389
2552;Extended;Bachelor;Employed;F;20179;18,5;72,8;Suburban;Married;133;29;0;1;5;Corporate Auto;Corporate L3;Offer3;Agent;638,4;SUV;Medsize;Group.1;0;-638,4
2557;Premium;High School or Below;Disabled;M;23540;16,9;78;Suburban;Married;103;30;23;2;1;Corporate Auto;Corporate L3;Offer3;Branch;494,4;Two-Door Car;Medsize;Group.1;0,791304348;1874,6
2561;Basic;College;Medical Leave;F;25370;18,8;73,1;Suburban;Married;102;10;77;0;2;Personal Auto;Personal L3;Offer1;Branch;489,6;Sports Car;Large;Group.1;0,937662338;7364,4
2569;Basic;Master;Unemployed;M;0;29;77,8;Rural;Married;66;8;11;0;1;Personal Auto;Personal L1;Offer4;Branch;3,468912;Two-Door Car;Medsize;Group.1;0,995221884;722,531088
2571;Extended;Bachelor;Employed;F;25820;22,4;89,4;Suburban;Divorced;93,62241888;10;69;0;1;Personal Auto;Personal L3;Offer1;Agent;393,6;Four-Door Car;Medsize;Group.1;0,939070707;6066,346903
2576;Extended;Master;Unemployed;M;44606,39071;17,8;78,1;Suburban;Single;125;6;61;0;2;Personal Auto;Personal L3;Offer1;Agent;900;SUV;Small;Group.1;0,881967213;6725
2589;Basic;Bachelor;Unemployed;M;0;28,2;75,3;Suburban;Single;63;1;21;0;2;Personal Auto;Personal L1;Offer1;Branch;302,4;Four-Door Car;Medsize;Group.1;0,771428571;1020,6
2603;Extended;Doctor;Employed;M;24164;19,4;72;Suburban;Divorced;137;2;40;0;5;Corporate Auto;Corporate L2;Offer2;Agent;657,6;Sports Car;Medsize;Group.1;0,88;4822,4
2608;Basic;Bachelor;Disabled;F;19864;28,3;78,3;Suburban;Divorced;63;22;96;0;1;Personal Auto;Personal L2;Offer1;Web;352,394515;Four-Door Car;Medsize;Group.1;0,941733711;5695,605485
2615;Basic;Bachelor;Unemployed;M;0;17,1;78,2;Suburban;Married;73;35;87;1;1;Personal Auto;Personal L3;Offer2;Web;350,4;Two-Door Car;Small;Group.1;0,944827586;6000,6
2622;Basic;High School or Below;Employed;F;38399;17,4;78,1;Urban;Married;106;12;6;0;2;Personal Auto;Personal L3;Offer2;Web;368,890904;SUV;Medsize;Group.1;0,419982855;267,109096
2640;Extended;College;Employed;F;21024;17,4;78,7;Suburban;Single;82;32;8;1;9;Personal Auto;Personal L3;Offer2;Agent;450,129276;Two-Door Car;Large;Group.1;0,313827323;205,870724
2670;Basic;Bachelor;Unemployed;M;44606,39071;29,4;78,6;Suburban;Single;114;3;70;0;1;Personal Auto;Corporate L3;Offer1;Call Center;820,8;SUV;Medsize;Group.1;0,897142857;7159,2
2673;Basic;Bachelor;Employed;F;72845;16,1;79,8;Urban;Married;108;13;28;0;2;Personal Auto;Personal L2;Offer1;Call Center;463,000336;SUV;Small;Group.1;0,846891423;2560,999664
2674;Basic;High School or Below;Employed;F;51622;17;79,3;Suburban;Divorced;74;29;32;0;1;Corporate Auto;Corporate L1;Offer1;Agent;355,2;Four-Door Car;Small;Group.1;0,85;2012,8
2676;Basic;Bachelor;Unemployed;M;44606,39071;28,8;78,2;Suburban;Divorced;61;25;79;0;2;Special Auto;Special L2;Offer1;Branch;292,8;Two-Door Car;Medsize;Group.1;0,939240506;4526,2
2688;Extended;High School or Below;Unemployed;F;44606,39071;17,5;78,2;Suburban;Single;82;31;25;0;8;Personal Auto;Personal L1;Offer2;Branch;590,4;Four-Door Car;Large;Group.1;0,712;1459,6
2693;Basic;Bachelor;Medical Leave;F;22699;28,8;77,5;Suburban;Married;74;11;76;4;2;Personal Auto;Personal L3;Offer1;Call Center;355,2;Four-Door Car;Medsize;Group.1;0,936842105;5268,8
2706;Basic;High School or Below;Employed;F;81713;19,3;74;Urban;Divorced;74;0;41;0;2;Personal Auto;Personal L1;Offer3;Branch;332,224293;Four-Door Car;Medsize;Group.1;0,890499574;2701,775707
2711;Extended;Bachelor;Employed;F;29698;17,8;78,6;Urban;Divorced;83;17;89;2;1;Personal Auto;Personal L3;Offer3;Branch;215,884804;Four-Door Car;Large;Group.1;0,970775037;7171,115196
2713;Basic;Bachelor;Employed;F;56455;17,3;79,2;Suburban;Married;73;17;5;2;8;Personal Auto;Personal L1;Offer1;Agent;350,4;Four-Door Car;Small;Group.1;0,04;14,6
2728;Extended;College;Employed;F;94903;17,8;78,7;Suburban;Married;94;3;38;0;1;Special Auto;Special L3;Offer2;Agent;451,2;Two-Door Car;Small;Group.1;0,873684211;3120,8
2733;Premium;Bachelor;Employed;F;77282;16,9;78,4;Suburban;Married;102;8;54;0;3;Corporate Auto;Corporate L2;Offer1;Agent;489,6;Four-Door Car;Medsize;Group.1;0,911111111;5018,4
2744;Extended;High School or Below;Employed;F;36167;29,1;76,2;Suburban;Married;76;9;79;3;1;Personal Auto;Personal L2;Offer4;Web;364,8;Two-Door Car;Medsize;Group.1;0,939240506;5639,2
2751;Basic;Bachelor;Employed;F;34558;18,4;72,7;Urban;Married;113;32;24;0;1;Personal Auto;Personal L3;Offer1;Call Center;376,529086;SUV;Medsize;Group.1;0,861161841;2335,470914
2758;Extended;Bachelor;Employed;M;66726;17,8;78,7;Urban;Married;97;3;60;1;7;Personal Auto;Personal L2;Offer2;Call Center;335,840529;Two-Door Car;Medsize;Group.1;0,942295442;5484,159471
2766;Basic;High School or Below;Employed;M;81082;22,5;88,3;Urban;Married;73;5;85;0;4;Personal Auto;Personal L3;Offer2;Agent;281,295903;Four-Door Car;Large;Group.1;0,954666253;5923,704097
2772;Basic;College;Employed;M;24409;16,8;78,2;Suburban;Married;62;4;13;0;1;Corporate Auto;Corporate L2;Offer4;Agent;297,6;Four-Door Car;Small;Group.1;0,630769231;508,4
2803;Extended;High School or Below;Employed;F;83488;18,6;73,4;Suburban;Married;90;14;20;0;3;Personal Auto;Personal L2;Offer4;Agent;432,784577;Four-Door Car;Large;Group.1;0,759564124;1367,215423
2806;Extended;Bachelor;Unemployed;F;0;28,5;78,1;Suburban;Single;92;34;39;1;2;Personal Auto;Personal L2;Offer1;Call Center;441,6;Two-Door Car;Large;Group.1;0,876923077;3146,4
2813;Basic;Doctor;Employed;F;97785;17,4;78,9;Urban;Single;73;35;36;0;2;Personal Auto;Personal L1;Offer1;Call Center;236,614219;Two-Door Car;Medsize;Group.1;0,909964148;2391,385781
2815;Basic;College;Unemployed;F;0;28,7;78,3;Suburban;Single;70;17;20;5;1;Personal Auto;Personal L3;Offer3;Agent;702,020904;Two-Door Car;Small;Group.1;0,498556497;697,979096
2819;Basic;Bachelor;Employed;M;91212;17,3;77,6;Urban;Married;69;9;92;0;6;Personal Auto;Personal L3;Offer2;Call Center;270,311239;Two-Door Car;Medsize;Group.1;0,957417889;6077,688761
2824;Premium;Doctor;Employed;F;67895;17,8;77,4;Urban;Married;101;25;27;4;1;Personal Auto;Personal L3;Offer2;Call Center;403,937672;Four-Door Car;Medsize;Group.1;0,851874708;2323,062328
2825;Extended;College;Employed;M;29598;18,8;72,1;Rural;Single;93,62241888;2;70;0;2;Personal Auto;Personal L1;Offer4;Call Center;150,926696;Two-Door Car;Medsize;Group.1;0,976970306;6402,642626
2834;Basic;Bachelor;Employed;M;22907;18,9;72,4;Rural;Married;180;13;86;2;1;Personal Auto;Personal L2;Offer4;Call Center;49,18776;Luxury SUV;Medsize;Group.1;0,996822496;15430,81224
2836;Basic;Bachelor;Employed;M;70174;18,4;72,5;Rural;Married;64;18;80;0;7;Personal Auto;Personal L2;Offer1;Agent;128,90032;Four-Door Car;Medsize;Group.1;0,974824156;4991,09968
2847;Basic;College;Unemployed;F;44606,39071;28,4;76,6;Suburban;Married;69;11;5;0;2;Personal Auto;Personal L1;Offer1;Web;331,2;Four-Door Car;Small;Group.1;0,04;13,8
2849;Basic;College;Employed;M;48029;28,4;77;Suburban;Married;61;7;52;0;9;Corporate Auto;Corporate L3;Offer3;Agent;292,8;Four-Door Car;Medsize;Group.1;0,907692308;2879,2
2850;Extended;College;Unemployed;F;44606,39071;29,2;77,7;Suburban;Married;77;29;21;0;2;Personal Auto;Personal L3;Offer1;Agent;509,100577;Two-Door Car;Medsize;Group.1;0,685157343;1107,899423
2852;Basic;High School or Below;Employed;F;69231;18,7;73,9;Urban;Married;65;19;7;0;9;Personal Auto;Personal L1;Offer2;Agent;193,243084;Four-Door Car;Medsize;Group.1;0,575289925;261,756916
2855;Basic;College;Employed;M;61064;18,8;72,4;Urban;Married;113;32;77;0;1;Personal Auto;Personal L3;Offer3;Branch;539,774172;SUV;Medsize;Group.1;0,937964122;8161,225828
2856;Basic;Master;Employed;M;99823;16,8;78,8;Rural;Married;116;2;64;0;2;Corporate Auto;Corporate L2;Offer1;Branch;250,183388;SUV;Medsize;Group.1;0,966300729;7173,816612
2861;Basic;Master;Employed;F;34990;28,8;76,3;Rural;Single;65;23;73;0;1;Corporate Auto;Corporate L2;Offer2;Web;42,689135;Four-Door Car;Medsize;Group.1;0,991003344;4702,310865
2878;Basic;College;Employed;M;37124;18,5;72,8;Suburban;Married;72;4;17;0;1;Personal Auto;Personal L3;Offer2;Branch;430,518791;Two-Door Car;Medsize;Group.1;0,648268962;793,481209
2881;Basic;College;Unemployed;M;44606,39071;22,5;87,4;Suburban;Married;62;6;44;1;2;Personal Auto;Personal L2;Offer3;Branch;307,649586;Two-Door Car;Medsize;Group.1;0,887225225;2420,350414
2882;Basic;College;Employed;F;61347;29;77,5;Suburban;Married;106;27;66;0;2;Personal Auto;Personal L2;Offer4;Branch;604,237801;SUV;Medsize;Group.1;0,91363096;6391,762199
2891;Basic;Bachelor;Employed;F;37803;23,3;87,9;Suburban;Divorced;74;26;51;0;1;Personal Auto;Personal L3;Offer1;Agent;355,2;Four-Door Car;Small;Group.1;0,905882353;3418,8
2908;Basic;Master;Employed;F;91276;21,7;89,4;Suburban;Married;105;14;4;0;4;Personal Auto;Personal L3;Offer1;Call Center;504;SUV;Large;Group.1;-0,2;-84
2911;Basic;Master;Employed;M;35754;28,8;77,7;Urban;Married;199;21;54;0;3;Personal Auto;Personal L3;Offer3;Agent;612,973779;Luxury Car;Medsize;Group.1;0,942957958;10133,02622
2916;Basic;College;Employed;F;53219;19,4;73,3;Suburban;Married;117;24;36;0;1;Corporate Auto;Corporate L3;Offer1;Call Center;561,6;SUV;Medsize;Group.4;0,866666667;3650,4
2922;Basic;College;Employed;F;59744;18,7;70,8;Urban;Married;93,62241888;1;79;0;2;Personal Auto;Personal L2;Offer1;Agent;476,486416;SUV;Small;Group.4;0,93557661;6919,684675
2926;Extended;High School or Below;Unemployed;M;0;18,6;72,4;Rural;Married;94;19;98;2;4;Personal Auto;Personal L2;Offer1;Agent;17,938979;Four-Door Car;Medsize;Group.4;0,998052651;9194,061021
2937;Extended;Master;Employed;F;35984;13;79,7;Rural;Married;128;7;68;3;1;Personal Auto;Personal L3;Offer2;Call Center;275,577631;SUV;Medsize;Group.4;0,968338967;8428,422369
2957;Extended;College;Unemployed;F;0;22,7;87,9;Urban;Married;125;27;97;4;1;Personal Auto;Personal L3;Offer3;Branch;539,5622;SUV;Small;Group.4;0,955500025;11585,4378
2958;Extended;Master;Employed;M;60244;29;77,8;Urban;Married;83;3;72;3;1;Personal Auto;Personal L3;Offer3;Agent;326,281835;Four-Door Car;Medsize;Group.4;0,945401299;5649,718165
2965;Basic;High School or Below;Unemployed;F;0;28,5;76,6;Rural;Married;74;20;3;0;2;Personal Auto;Personal L1;Offer1;Branch;47,502366;Four-Door Car;Medsize;Group.4;0,786025378;174,497634
2970;Basic;College;Employed;F;65247;13;81,1;Suburban;Married;72;14;55;0;1;Corporate Auto;Corporate L2;Offer1;Agent;381,238176;Four-Door Car;Medsize;Group.4;0,903727733;3578,761824
2972;Extended;High School or Below;Employed;M;39650;19,1;73,2;Suburban;Married;93,62241888;18;8;0;6;Personal Auto;Personal L1;Offer2;Branch;922,335972;Four-Door Car;Medsize;Group.4;-0,231457143;-173,356621
2974;Basic;Bachelor;Unemployed;M;0;19;74,7;Suburban;Married;101;1;83;4;1;Personal Auto;Personal L1;Offer1;Agent;960,115399;SUV;Large;Group.4;0,885468758;7422,884601
2980;Premium;High School or Below;Unemployed;M;0;18,9;73,5;Suburban;Single;111;30;86;0;3;Corporate Auto;Corporate L3;Offer2;Agent;799,2;Two-Door Car;Small;Group.4;0,91627907;8746,8
2982;Extended;Doctor;Medical Leave;M;21275;19,2;72,3;Suburban;Divorced;240;3;58;0;2;Personal Auto;Personal L1;Offer3;Agent;1152;Luxury SUV;Medsize;Group.4;0,917241379;12768
